text,emotion
The solution for the programming challenge is clear now and I feel prepared. (942),Confident
I really am irritated by the lecture on recursion and I cannot make progress! (976),Frustrated
I feel confident because the physics problem set. (723),Confident
I am unsure how to use the coding assignment correctly in this assignment! (1159),Confused
I am frustrated because the programming challenge keeps failing! (1093),Frustrated
I am lost in this mathematics proof because the instructions are vague. (23),Confused
I am interested in understanding the data science project in more depth. (110),Curious
I am comfortable with the group assignment because the instructions are not clear enough. (434),Confident
I find the coding assignment dull and unmotivating because the error keeps appearing even after retries! (412),Bored
I am eager to discover how the data science project works in practice. (587),Curious
I am sure about the machine learning model because the output matches my expectation. (1019),Confident
The approach for the physics problem set now makes sense and I really feel ready! (631),Confident
The the lecture on recursion is monotonous and I keep zoning out! (7),Bored
This the algorithm explanation is too slow paced and I really keep daydreaming! (1156),Bored
the statistics homework feels sleepy and I really cannot stay engaged. (921),Bored
I have no idea how to start the physics problem set because I can already see the pattern! (484),Confused
I have no idea how to start the debugging session because the task feels too predictable! (1150),Confused
